City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,kangding,30.0513,101.9603,17.04,96,100,1.59,CN,1726449937
367,praia da vitoria,38.7333,-27.0667,22.64,83,20,3.36,PT,1726449938
368,east london,-33.0153,27.9116,16.77,78,89,5.67,ZA,1726449939
369,anloga,5.7947,0.8973,24.72,89,18,6.48,GH,1726449940
370,santa rita do sapucai,-22.2522,-45.7033,19.49,44,10,1.8,BR,1726449941
371,verkhotur'ye,58.8627,60.8054,8.7,94,0,1.86,RU,1726449942
372,hinton,53.4001,-117.5857,14.51,59,45,0.55,CA,1726449943
373,flin flon,54.7682,-101.865,16.89,51,41,2.29,CA,1726449945
374,kuusamo,65.9667,29.1833,9.02,93,100,3.6,FI,1726449946
375,nevada,39.2502,-116.7512,19.3,16,23,8.56,US,1726449947
376,silivri,41.0802,28.226,16.03,83,0,2.05,TR,1726449948
377,tofol,5.3248,163.0078,28.88,84,75,1.54,FM,1726449949
378,pittsburg,38.028,-121.8847,19.05,64,0,7.2,US,1726449662
379,salinas,36.6777,-121.6555,17.29,83,20,6.17,US,1726449654
380,bigadic,39.3925,28.1311,16.79,64,0,0.69,TR,1726449952
381,tralee,52.2704,-9.7026,11.15,87,82,1.71,IE,1726449953
382,ormara,25.2088,64.6357,26.72,81,36,6.29,PK,1726449954
383,cascais,38.6979,-9.4215,23.64,54,0,1.34,PT,1726449957
384,nadym,65.5333,72.5167,7.26,67,24,5.58,RU,1726449958
385,tangalle,6.024,80.7911,26.19,88,79,4.67,LK,1726449959
386,vorkuta,67.5,64.0,12.33,98,98,4.0,RU,1726449961
387,galliano,29.4422,-90.2992,26.0,89,100,0.0,US,1726449962
388,asekeyevo,53.5742,52.7972,12.3,82,10,2.56,RU,1726449963
389,antsiranana,-12.2787,49.2917,21.51,70,0,8.32,MG,1726449964
390,horta,38.5333,-28.6333,22.79,82,100,4.92,PT,1726449965
391,mar del plata,-38.0023,-57.5575,11.72,72,0,1.54,AR,1726449967
392,curvelo,-18.7564,-44.4308,23.79,37,5,2.4,BR,1726449968
393,mount pearl,47.5166,-52.7813,8.74,86,20,3.6,CA,1726449969
394,metlili chaamba,32.2667,3.6333,24.52,50,0,2.06,DZ,1726449970
395,la sarre,48.8002,-79.1996,18.48,77,12,3.37,CA,1726449971
396,lihue,21.9789,-159.3672,28.77,67,20,6.17,US,1726449972
397,mossel bay,-34.1831,22.146,13.96,77,100,4.23,ZA,1726449973
398,taltal,-25.4,-70.4833,19.48,46,0,1.49,CL,1726449974
399,waitara,-38.925,174.25,12.07,85,100,9.63,NZ,1726449975
400,kupang,-10.1667,123.5833,30.32,62,20,3.09,ID,1726449977
401,ojuelos de jalisco,21.8667,-101.5833,21.22,57,60,3.58,MX,1726449978
402,talara,-4.5772,-81.2719,17.42,94,20,5.14,PE,1726449979
403,lisala,2.15,21.5167,21.41,96,100,0.51,CD,1726449980
404,chul'man,56.8479,124.9104,6.03,96,100,2.48,RU,1726449981
405,moapa valley,36.5805,-114.4703,33.98,14,0,11.17,US,1726449687
406,nikolayevsk-on-amure,53.1406,140.73,16.41,49,98,1.88,RU,1726449984
407,udachny,66.4167,112.4,1.65,79,100,3.64,RU,1726449986
408,ciudad lazaro cardenas,17.9583,-102.2,28.32,82,100,1.79,MX,1726449987
409,georgiyevka,43.0369,74.7114,8.02,87,99,3.0,KZ,1726449988
410,ipueiras,-7.0333,-40.45,25.29,42,2,3.51,BR,1726449989
411,salekhard,66.53,66.6019,12.54,94,29,4.19,RU,1726449990
412,konstantinovka,49.6167,127.9833,20.04,37,100,7.31,RU,1726449991
413,vredendal,-31.6683,18.5012,10.95,94,12,1.83,ZA,1726449992
414,kunming,25.0389,102.7183,15.96,94,100,1.0,CN,1726449993
415,grand falls-windsor,48.9332,-55.6649,9.17,86,100,1.49,CA,1726449994
416,fedorovka,53.6314,62.7078,11.36,90,26,5.29,KZ,1726449995
417,hengchun,22.0042,120.7439,29.98,64,100,3.57,TW,1726449997
418,puerto armuelles,8.2833,-82.8667,27.83,79,100,3.58,PA,1726449998
419,kushiro,42.975,144.3747,19.53,52,20,1.54,JP,1726449999
420,nago,26.5881,127.9761,28.86,86,100,6.53,JP,1726450001
421,rincon de la victoria,36.7172,-4.2758,22.14,76,100,2.46,ES,1726450002
422,sao felix do xingu,-6.6447,-51.995,27.66,34,21,1.21,BR,1726450003
423,ustka,54.5805,16.8619,16.93,93,100,6.24,PL,1726450004
424,feodosiya,45.0333,35.3833,21.46,45,100,6.11,UA,1726450005
425,jibou,47.2667,23.25,9.3,95,100,2.08,RO,1726450006
426,yaren,-0.5472,166.916,28.33,69,3,3.68,NR,1726450008
427,bousso,10.4795,16.7117,22.06,90,100,1.43,TD,1726450009
428,coahuayana de hidalgo,18.7,-103.6583,26.87,91,100,0.95,MX,1726450010
429,curillo,1.0333,-75.9191,26.65,60,39,0.57,CO,1726450011
430,ghat,24.9647,10.1728,30.55,34,10,1.2,LY,1726450012
431,staufen,47.75,8.2167,5.04,82,98,2.15,DE,1726450013
432,muang phon-hong,18.4928,102.4172,25.21,92,93,0.91,LA,1726450014
433,tomatlan,19.9333,-105.25,26.86,90,100,0.94,MX,1726450015
434,bueng kan,18.363,103.6519,25.69,92,73,1.4,TH,1726450016
435,barah,13.7,30.3667,27.23,64,12,4.14,SD,1726450019
436,road town,18.4167,-64.6167,29.02,84,40,2.06,VG,1726450020
437,puerto baquerizo moreno,-0.9,-89.6,21.26,86,100,5.58,EC,1726450021
438,auna,10.1881,4.7232,24.29,94,100,0.32,NG,1726450022
439,paka,4.6374,103.4368,25.96,89,20,0.0,MY,1726450023
440,bay roberts,47.5999,-53.2648,9.4,87,26,2.24,CA,1726450024
441,drammen,59.7439,10.2045,14.27,93,100,2.3,NO,1726450025
442,portland,45.5234,-122.6762,18.99,69,75,3.6,US,1726449338
443,port douglas,-16.4833,145.4667,23.73,81,99,7.64,AU,1726450028
444,zhanaozen,43.3,52.8,16.53,43,0,4.41,KZ,1726450030
445,le port,-20.9373,55.2919,21.34,75,46,3.08,RE,1726450032
446,mount isa,-20.7333,139.5,27.87,23,0,8.23,AU,1726450033
447,eagle point,42.4726,-122.8028,20.01,44,75,5.66,US,1726450006
448,tingi,-11.3,35.0333,16.62,49,0,2.35,TZ,1726450035
449,clodomira,-27.5744,-64.1311,17.5,24,0,3.49,AR,1726450036
450,imbituba,-28.24,-48.6703,12.83,92,100,2.99,BR,1726450037
451,sao vicente,-23.9631,-46.3919,18.88,26,100,2.85,BR,1726450038
452,tanuma,36.3667,139.5833,27.68,76,68,4.5,JP,1726450039
453,chapeco,-27.0964,-52.6183,11.93,100,100,0.89,BR,1726450041
454,okhotsk,59.3833,143.3,11.03,58,100,3.43,RU,1726450042
455,balikpapan,-1.2675,116.8289,28.55,74,100,3.6,ID,1726450043
456,bhamo,24.2667,97.2333,25.29,86,100,0.1,MM,1726450044
457,xinmin,41.9908,122.8253,19.82,71,62,3.84,CN,1726450045
458,porto novo,6.4965,2.6036,24.5,93,100,3.35,BJ,1726450046
459,al bawiti,28.3492,28.8659,25.56,65,0,3.99,EG,1726450047
460,bathurst,-33.4166,149.5806,13.87,36,0,2.24,AU,1726450048
461,skeldon,5.8833,-57.1333,26.16,83,88,2.62,GY,1726450049
462,afua,-0.1567,-50.3867,25.73,82,15,3.42,BR,1726450050
463,hauterive,46.0901,3.4459,7.13,92,100,0.87,FR,1726450053
464,bethal,-26.4579,29.4655,14.75,51,100,1.65,ZA,1726450054
465,lianjiang,21.6467,110.2817,27.86,81,79,2.07,CN,1726450055
466,mocajuba,-2.5842,-49.5072,26.52,59,88,1.12,BR,1726450056
467,kapuskasing,49.4169,-82.4331,22.0,78,40,3.6,CA,1726450057
468,qamdo,31.1667,97.2333,9.44,75,100,1.81,CN,1726450058
469,bubaque,11.2833,-15.8333,25.46,90,100,7.9,GW,1726450059
470,port lincoln,-34.7333,135.8667,12.66,62,2,5.33,AU,1726450060
471,indramayu,-6.3264,108.32,27.11,55,2,3.77,ID,1726450061
472,novyy urengoy,66.0833,76.6333,6.69,56,86,5.42,RU,1726450063
473,bandon,51.7469,-8.7425,12.77,89,33,1.41,IE,1726450064
474,soroca,48.1558,28.2975,18.69,46,100,5.89,MD,1726450065
475,afaahiti,-17.75,-149.2833,24.64,80,48,3.28,PF,1726450066
476,seven pagodas,12.6264,80.1722,27.48,62,33,4.62,IN,1726450067
477,dudinka,69.4058,86.1778,5.08,63,85,7.06,RU,1726450068
478,mandera,3.9366,41.867,24.99,61,17,6.31,KE,1726450069
479,calingasta,-31.3308,-69.4078,15.35,28,0,2.17,AR,1726450070
480,khanpur,28.6453,70.6567,28.35,59,0,3.98,PK,1726450071
481,new plymouth,-39.0667,174.0833,11.0,90,100,7.63,NZ,1726450072
482,pacocha,-17.5833,-71.3333,15.35,88,65,0.74,PE,1726450073
483,mahriz,31.5917,54.4318,20.92,27,90,1.23,IR,1726450075
484,porto seguro,-16.4497,-39.0647,24.29,83,75,3.09,BR,1726450076
485,uturoa,-16.7333,-151.4333,26.13,78,50,2.97,PF,1726450077
486,puerto madryn,-42.7692,-65.0385,13.94,31,100,5.68,AR,1726450078
487,bodo,67.28,14.405,12.19,65,0,4.63,NO,1726450079
488,horsham,51.064,-0.3272,13.9,85,40,1.54,GB,1726450081
489,traverse city,44.7631,-85.6206,20.06,82,63,0.71,US,1726450082
490,tobati,-25.25,-57.0667,17.6,87,0,1.15,PY,1726450083
491,waspan,14.7419,-83.9717,25.99,94,100,1.56,NI,1726450085
492,kurumkan,54.3,110.3,7.62,59,15,2.39,RU,1726450086
493,alaghsas,17.0187,8.0168,31.12,44,98,5.55,NE,1726450087
494,miyaly,48.8844,53.7836,16.59,50,71,4.82,KZ,1726450088
495,plastun,44.7561,136.2939,18.49,43,50,2.05,RU,1726450089
496,guerrero negro,27.9769,-114.0611,20.4,70,0,7.78,MX,1726450090
497,mount hagen,-5.8581,144.2274,21.42,73,75,1.54,PG,1726450091
498,singkil,-7.9855,111.4161,26.92,57,87,2.85,ID,1726450092
499,nuuk,64.1835,-51.7216,3.34,100,100,1.03,GL,1726449913
500,hanceville,34.0607,-86.7675,23.95,79,90,3.79,US,1726450095
501,sikonge,-5.6333,32.7667,19.71,30,5,3.54,TZ,1726450097
502,barka kana,23.6167,85.4833,23.55,97,100,8.56,IN,1726450098
503,flying fish cove,-10.4217,105.6791,26.82,78,75,4.12,CX,1726450099
504,kozan,37.4552,35.8157,22.88,76,85,1.01,TR,1726450100
505,berdigestyakh,62.0989,126.6992,5.32,53,0,1.56,RU,1726450101
506,muroto-misakicho,33.2833,134.15,28.53,80,20,3.8,JP,1726450102
507,nguigmi,14.2495,13.1092,31.29,50,100,5.33,NE,1726450103
508,aykhal,66.0,111.5,0.0,87,100,2.68,RU,1726450105
509,susuman,62.7833,148.1667,2.03,61,100,2.05,RU,1726450107
510,box elder,41.5005,-112.8764,22.63,44,96,7.85,US,1726450108
511,kendari,-3.945,122.4989,28.33,60,99,0.94,ID,1726450109
512,victorica,-36.2151,-65.4359,14.83,20,0,2.75,AR,1726450110
513,totness,5.8833,-56.3167,27.19,78,9,4.05,SR,1726450111
514,vadodara,22.3,73.2,25.98,83,7,2.06,IN,1726450112
515,el jadid,33.2549,-8.506,21.39,88,1,4.23,MA,1726450113
516,suva,-18.1416,178.4415,29.71,66,75,3.09,FJ,1726450114
517,igbor,7.4527,8.6098,22.92,97,65,2.25,NG,1726450115
518,fort mcmurray,56.7268,-111.381,15.77,67,100,1.54,CA,1726450116
519,ola,59.5833,151.2833,9.87,58,33,5.09,RU,1726450117
520,magadan,59.5667,150.8,9.16,61,40,1.67,RU,1726450119
521,ayorou,14.7308,0.9174,29.14,66,13,4.93,NE,1726450121
522,sal rei,16.1833,-22.9167,25.35,79,99,3.58,CV,1726450122
523,turkmenbasy,40.0222,52.9552,12.43,58,0,0.0,TM,1726450123
524,tubarjal,30.4999,38.216,22.62,63,0,6.61,SA,1726450124
525,laojunmiao,39.8333,97.7333,13.22,71,84,3.68,CN,1726450125
526,kimberley,-28.7323,24.7623,11.83,26,33,3.09,ZA,1726450126
527,richards bay,-28.783,32.0377,19.52,91,100,2.18,ZA,1726450127
528,tolanaro,-25.0319,46.9987,19.04,88,0,0.0,MG,1726450129
529,pass christian,30.3158,-89.2475,26.03,78,0,0.0,US,1726450130
530,shakawe,-18.3667,21.85,22.67,23,90,1.25,BW,1726450131
531,mwinilunga,-11.7358,24.4293,18.54,32,0,1.8,ZM,1726450132
532,mount gambier,-37.8333,140.7667,11.61,60,100,3.89,AU,1726450133
533,nagqu,31.5,92.0,4.98,74,8,1.74,CN,1726450134
534,chonchi,-42.6128,-73.8092,3.93,97,17,1.25,CL,1726450135
535,tosontsengel,48.7567,98.2839,3.7,63,0,1.29,MN,1726450136
536,cruzeiro do sul,-29.5128,-51.9853,16.4,92,97,0.99,BR,1726450137
537,cestos city,5.46,-9.5828,24.77,87,100,4.62,LR,1726450138
538,diego de almagro,-26.3667,-70.05,17.58,22,0,0.85,CL,1726450140
539,watertown,42.3709,-71.1828,18.52,72,0,3.09,US,1726450141
540,mezhdurechensk,53.6942,88.0603,1.21,91,69,0.58,RU,1726450142
541,peniche,39.3558,-9.3811,16.78,88,0,4.17,PT,1726450143
542,somotillo,13.0433,-86.9064,26.63,91,100,1.02,NI,1726450144
543,bechar,31.6167,-2.2167,26.18,38,40,11.32,DZ,1726450145
544,bumba,2.1833,22.4667,22.17,98,100,1.48,CD,1726450146
545,palmer,42.1584,-72.3287,18.06,68,0,1.75,US,1726450147
546,mandan,46.8267,-100.8896,23.99,67,0,4.63,US,1726450148
547,alliance,40.9153,-81.1059,20.12,57,0,4.11,US,1726450149
548,port augusta,-32.5,137.7667,15.98,33,0,3.4,AU,1726450152
549,vrangel',42.7297,133.0839,17.77,62,100,3.5,RU,1726450153
550,muscat,23.6139,58.5922,30.11,73,100,3.14,OM,1726450154
551,taroudant,30.4703,-8.877,19.56,84,1,1.87,MA,1726450155
552,sisimiut,66.9395,-53.6735,2.76,87,93,3.04,GL,1726450156
553,jayapura,-2.5333,140.7,30.66,64,52,1.85,ID,1726450157
554,chopinzinho,-25.8558,-52.5233,12.69,93,100,4.11,BR,1726450158
555,kulhudhuffushi,6.6221,73.07,27.61,78,0,3.98,MV,1726450159
556,sur,22.5667,59.5289,27.57,63,1,5.03,OM,1726450161
557,aghstafa,41.1189,45.4539,17.33,48,100,0.59,AZ,1726450162
558,asau,46.4333,26.4,11.91,94,100,1.3,RO,1726450163
559,iwanai,42.9744,140.5089,20.76,47,0,1.82,JP,1726450164
560,kollam,8.8833,76.6,25.48,89,39,3.0,IN,1726450165
561,el alto,-4.2714,-81.2147,16.57,86,16,7.02,PE,1726450166
562,vanersborg,58.3807,12.3234,8.1,98,100,0.51,SE,1726450167
563,brisas de zicatela,15.8369,-97.0419,29.29,79,40,0.0,MX,1726450168
564,maceio,-9.6658,-35.7353,21.69,94,20,1.54,BR,1726450169
565,el nido,11.1858,119.3956,25.08,94,100,9.19,PH,1726450170
566,kruisfontein,-34.0033,24.7314,13.5,86,100,3.92,ZA,1726450172
567,sona,45.4388,10.8255,16.03,63,40,2.57,IT,1726450173
568,ha'il,27.5219,41.6907,27.01,32,0,1.03,SA,1726450174
569,burley,42.5357,-113.7928,18.98,59,75,3.6,US,1726450175
570,varna,43.2167,27.9167,12.71,93,100,1.54,BG,1726450176
571,golfito,8.639,-83.166,23.58,94,100,0.61,CR,1726450177
572,tonekabon,36.8163,50.8738,20.97,69,90,1.26,IR,1726450178
573,montepuez,-13.1256,38.9997,18.41,95,44,1.54,MZ,1726450179
574,kingaroy,-26.5333,151.8333,18.71,33,0,4.18,AU,1726450180
575,holualoa,19.6228,-155.9522,27.92,66,20,4.12,US,1726449948
576,lewistown,40.5992,-77.5714,19.67,77,0,0.0,US,1726450183
577,marsa alam,25.0757,34.8918,29.58,51,0,4.08,EG,1726449978
578,mohr,54.3528,9.7167,14.46,88,100,0.68,DE,1726450185
579,say,13.1007,2.3689,26.81,80,12,2.77,NE,1726450186
580,argo,37.6333,22.7333,17.44,63,0,1.95,GR,1726450187
581,acapulco de juarez,16.8634,-99.8901,29.9,79,100,1.54,MX,1726450079
582,busan,35.1028,129.0403,27.99,69,75,5.66,KR,1726449520
583,kolonia town,6.964,158.206,28.06,83,100,2.06,FM,1726450190
584,'ain el hadjar,34.7585,0.1453,21.01,40,50,1.33,DZ,1726450191
